longitude,latitude
-104.9191000,30.5975000
-104.9197000,30.5916000
-104.9212000,30.5901000
-104.9195000,30.5863000
-104.9090000,30.5843000
-104.9070000,30.5774000
-104.8996000,30.5708000
-104.8962000,30.5637000
-104.8977000,30.5541000
-104.8930000,30.5528000
-104.8942000,30.5512000
-104.8900000,30.5491000
-104.8909000,30.5464000
-104.8877000,30.5466000
-104.8878000,30.5440000
-104.8909000,30.5408000
-104.8892000,30.5350000
-104.8819000,30.5322000
-104.8807000,30.5305000
-104.8815000,30.5240000
-104.8843000,30.5263000
-104.8860000,30.5256000
-104.8815000,30.5213000
-104.8845000,30.5205000
-104.8857000,30.5181000
-104.8792000,30.5165000
-104.8800000,30.5131000
-104.8776000,30.5110000
-104.8736000,30.5135000
-104.8722000,30.5107000
-104.8739000,30.5061000
-104.8727000,30.5024000
-104.8742000,30.4955000
-104.8665000,30.4941000
-104.8673000,30.4854000
-104.8706000,30.4842000
-104.8718000,30.4800000
-104.8697000,30.4790000
-104.8696000,30.4740000
-104.8663000,30.4679000
-104.8698000,30.4577000
-104.8648000,30.4504000
-104.8686000,30.4417000
-104.8608000,30.4398000
-104.8594000,30.4319000
-104.8615000,30.4264000
-104.8571000,30.4244000
-104.8559000,30.4210000
-104.8495000,30.4190000
-104.8480000,30.4155000
-104.8535000,30.4134000
-104.8570000,30.4097000
-104.8551000,30.3988000
-104.8592000,30.3904000
-104.8373000,30.3739000
-104.8306000,30.3730000
-104.8166000,30.3751000
-104.8196000,30.3703000
-104.8194000,30.3680000
-104.8165000,30.3661000
-104.8117000,30.3667000
-104.8112000,30.3618000
-104.8137000,30.3604000
-104.8145000,30.3535000
-104.8225000,30.3518000
-104.8202000,30.3473000
-104.8115000,30.3417000
-104.8104000,30.3385000
-104.8113000,30.3327000
-104.8066000,30.3330000
-104.7980000,30.3305000
-104.7918000,30.3258000
-104.7880000,30.3175000
-104.7833000,30.3164000
-104.7771000,30.3103000
-104.7790000,30.3033000
-104.7728000,30.3029000
-104.7668000,30.3051000
-104.7669000,30.3037000
-104.7620000,30.3014000
-104.7605000,30.2959000
-104.7598000,30.2785000
-104.7632000,30.2746000
-104.7605000,30.2743000
-104.7606000,30.2723000
-104.7578000,30.2714000
-104.7516000,30.2738000
-104.7510000,30.2716000
-104.7491000,30.2733000
-104.7490000,30.2682000
-104.7519000,30.2638000
-104.7493000,30.2607000
-104.7411000,30.2597000
-104.7370000,30.2559000
-104.7372000,30.2613000
-104.7338000,30.2612000
-104.7255000,30.2539000
-104.7245000,30.2506000
-104.7193000,30.2463000
-104.7150000,30.2395000
-104.7068000,30.2342000
-104.7068000,30.2302000
-104.7110000,30.2232000
-104.7028000,30.2122000
-104.7048000,30.2079000
-104.7006000,30.2052000
-104.6994000,30.1987000
-104.6966000,30.1971000
-104.6968000,30.1915000
-104.6931000,30.1888000
-104.6914000,30.1843000
-104.6873000,30.1799000
-104.6871000,30.1689000
-104.6894000,30.1546000
-104.6872000,30.1517000
-104.6902000,30.1504000
-104.6904000,30.1488000
-104.6881000,30.1474000
-104.6885000,30.1451000
-104.6864000,30.1451000
-104.6871000,30.1427000
-104.6973000,30.1354000
-104.6953000,30.1323000
-104.6956000,30.1242000
-104.6939000,30.1223000
-104.6954000,30.1183000
-104.6940000,30.1168000
-104.6905000,30.1176000
-104.6914000,30.1113000
-104.6861000,30.1108000
-104.6855000,30.1090000
-104.6876000,30.1066000
-104.6911000,30.1086000
-104.6943000,30.1017000
-104.6922000,30.0962000
-104.6890000,30.0952000
-104.6864000,30.0994000
-104.6850000,30.0993000
-104.6862000,30.0920000
-104.6904000,30.0892000
-104.6883000,30.0852000
-104.6865000,30.0872000
-104.6862000,30.0848000
-104.6914000,30.0771000
-104.6900000,30.0754000
-104.6877000,30.0755000
-104.6884000,30.0738000
-104.6931000,30.0748000
-104.6946000,30.0687000
-104.6993000,30.0652000
-104.7041000,30.0645000
-104.7021000,30.0603000
-104.7053000,30.0589000
-104.7040000,30.0558000
-104.7066000,30.0506000
-104.6967000,30.0394000
-104.7018000,30.0332000
-104.7033000,30.0227000
-104.6935000,30.0191000
-104.6905000,30.0158000
-104.6900000,30.0106000
-104.6935000,30.0076000
-104.6945000,30.0032000
-104.6929000,30.0016000
-104.6899000,30.0029000
-104.6904000,30.0008000
-104.6874000,29.9972000
-104.6887000,29.9944000
-104.6949000,29.9947000
-104.6949000,29.9926000
-104.6858000,29.9898000
-104.6864000,29.9856000
-104.6886000,29.9853000
-104.6890000,29.9806000
-104.6938000,29.9760000
-104.6897000,29.9731000
-104.6808000,29.9773000
-104.6799000,29.9755000
-104.6812000,29.9741000
-104.6864000,29.9715000
-104.6821000,29.9693000
-104.6850000,29.9566000
-104.6735000,29.9560000
-104.6742000,29.9513000
-104.6783000,29.9517000
-104.6775000,29.9507000
-104.6810000,29.9462000
-104.6785000,29.9441000
-104.6786000,29.9385000
-104.6821000,29.9402000
-104.6834000,29.9360000
-104.6799000,29.9327000
-104.6815000,29.9305000
-104.6832000,29.9317000
-104.6838000,29.9291000
-104.6787000,29.9266000
-104.6806000,29.9222000
-104.6774000,29.9182000
-104.6777000,29.9138000
-104.6746000,29.9108000
-104.6703000,29.9120000
-104.6677000,29.9106000
-104.6663000,29.9089000
-104.6674000,29.9048000
-104.6655000,29.9014000
-104.6625000,29.9013000
-104.6624000,29.9052000
-104.6557000,29.9060000
-104.6554000,29.9031000
-104.6593000,29.9016000
-104.6585000,29.8906000
-104.6556000,29.8894000
-104.6516000,29.8920000
-104.6529000,29.8891000
-104.6467000,29.8836000
-104.6465000,29.8791000
-104.6409000,29.8735000
-104.6377000,29.8741000
-104.6342000,29.8712000
-104.6307000,29.8646000
-104.6310000,29.8559000
-104.6297000,29.8525000
-104.6218000,29.8497000
-104.6215000,29.8478000
-104.6254000,29.8430000
-104.6223000,29.8416000
-104.6211000,29.8421000
-104.6219000,29.8434000
-104.6194000,29.8414000
-104.6194000,29.8438000
-104.6154000,29.8463000
-104.6101000,29.8398000
-104.6130000,29.8349000
-104.6219000,29.8333000
-104.6219000,29.8305000
-104.6096000,29.8276000
-104.6105000,29.8194000
-104.6061000,29.8164000
-104.6032000,29.8172000
-104.6010000,29.8159000
-104.5993000,29.8100000
-104.5956000,29.8053000
-104.5920000,29.8064000
-104.5923000,29.8087000
-104.5939000,29.8083000
-104.5929000,29.8101000
-104.5912000,29.8095000
-104.5864000,29.8017000
-104.5913000,29.7994000
-104.5898000,29.7961000
-104.5820000,29.7950000
-104.5828000,29.7925000
-104.5785000,29.7879000
-104.5793000,29.7828000
-104.5750000,29.7818000
-104.5752000,29.7796000
-104.5709000,29.7783000
-104.5667000,29.7721000
-104.5661000,29.7696000
-104.5689000,29.7659000
-104.5672000,29.7655000
-104.5650000,29.7604000
-104.5668000,29.7599000
-104.5660000,29.7586000
-104.5676000,29.7569000
-104.5693000,29.7576000
-104.5702000,29.7523000
-104.5605000,29.7474000
-104.5553000,29.7423000
-104.5509000,29.7413000
-104.5506000,29.7391000
-104.5596000,29.7381000
-104.5609000,29.7365000
-104.5604000,29.7353000
-104.5562000,29.7352000
-104.5573000,29.7328000
-104.5559000,29.7315000
-104.5499000,29.7312000
-104.5493000,29.7281000
-104.5527000,29.7241000
-104.5495000,29.7211000
-104.5524000,29.7171000
-104.5455000,29.7169000
-104.5479000,29.7146000
-104.5444000,29.7114000
-104.5464000,29.7089000
-104.5438000,29.7044000
-104.5459000,29.7001000
-104.5441000,29.6962000
-104.5308000,29.6905000
-104.5321000,29.6879000
-104.5386000,29.6846000
-104.5414000,29.6850000
-104.5444000,29.6816000
-104.5356000,29.6735000
-104.5368000,29.6682000
-104.5335000,29.6667000
-104.5336000,29.6693000
-104.5296000,29.6704000
-104.5282000,29.6674000
-104.5251000,29.6659000
-104.5250000,29.6596000
-104.5170000,29.6528000
-104.5187000,29.6493000
-104.5176000,29.6473000
-104.5132000,29.6466000
-104.5100000,29.6442000
-104.5159000,29.6410000
-104.5086000,29.6328000
-104.5060000,29.6334000
-104.5062000,29.6377000
-104.4968000,29.6394000
-104.4971000,29.6366000
-104.4954000,29.6341000
-104.4874000,29.6338000
-104.4855000,29.6283000
-104.4767000,29.6277000
-104.4732000,29.6180000
-104.4658000,29.6184000
-104.4678000,29.6137000
-104.4674000,29.6095000
-104.4560000,29.6079000
-104.4559000,29.6048000
-104.4598000,29.6031000
-104.4597000,29.5982000
-104.4519000,29.5933000
-104.4565000,29.5886000
-104.4539000,29.5874000
-104.4532000,29.5839000
-104.4507000,29.5817000
-104.4444000,29.5825000
-104.4447000,29.5839000
-104.4483000,29.5843000
-104.4487000,29.5878000
-104.4467000,29.5872000
-104.4452000,29.5879000
-104.4459000,29.5896000
-104.4413000,29.5899000
-104.4341000,29.5818000
-104.4184000,29.5760000
-104.4172000,29.5718000
-104.4134000,29.5719000
-104.4118000,29.5697000
-104.4097000,29.5697000
-104.3993000,29.5721000
-104.3971000,29.5697000
-104.3932000,29.5535000
-104.3857000,29.5546000
-104.3838000,29.5531000
-104.3836000,29.5497000
-104.3859000,29.5457000
-104.3845000,29.5422000
-104.3800000,29.5418000
-104.3726000,29.5439000
-104.3693000,29.5420000
-104.3683000,29.5389000
-104.3610000,29.5352000
-104.3589000,29.5367000
-104.3581000,29.5410000
-104.3552000,29.5406000
-104.3524000,29.5367000
-104.3548000,29.5315000
-104.3531000,29.5287000
-104.3439000,29.5286000
-104.3404000,29.5271000
-104.3381000,29.5241000
-104.3391000,29.5211000
-104.3365000,29.5199000
-104.3263000,29.5235000
-104.3221000,29.5217000
-104.3204000,29.5253000
-104.3212000,29.5287000
-104.3185000,29.5317000
-104.3155000,29.5324000
-104.3120000,29.5305000
-104.3121000,29.5238000
-104.3110000,29.5233000
-104.3013000,29.5243000
-104.2940000,29.5222000
-104.2921000,29.5198000
-104.2731000,29.5163000
-104.2645000,29.5127000
-104.2615000,29.5067000
-104.2507000,29.5048000
-104.2407000,29.4976000
-104.2368000,29.4971000
-104.2338000,29.4935000
-104.2328000,29.4810000
-104.2308000,29.4790000
-104.2145000,29.4850000
-104.2091000,29.4814000
-104.2111000,29.4767000
-104.2131000,29.4627000
-104.2184000,29.4588000
-104.2175000,29.4561000
-104.2098000,29.4493000
-104.1955000,29.4414000
-104.1934000,29.4353000
-104.1858000,29.4282000
-104.1822000,29.4272000
-104.1812000,29.4225000
-104.1834000,29.4207000
-104.1836000,29.4172000
-104.1807000,29.4151000
-104.1792000,29.4104000
-104.1741000,29.4100000
-104.1701000,29.4021000
-104.1674000,29.4023000
-104.1665000,29.3999000
-104.1686000,29.3977000
-104.1679000,29.3955000
-104.1611000,29.3902000
-104.1574000,29.3906000
-104.1561000,29.3940000
-104.1534000,29.3933000
-104.1517000,29.3879000
-104.1483000,29.3853000
-104.1445000,29.3878000
-104.1439000,29.3818000
-104.1414000,29.3779000
-104.1381000,29.3787000
-104.1379000,29.3818000
-104.1350000,29.3843000
-104.1339000,29.3817000
-104.1293000,29.3788000
-104.1229000,29.3803000
-104.1220000,29.3728000
-104.1195000,29.3707000
-104.1126000,29.3736000
-104.1078000,29.3736000
-104.0985000,29.3662000
-104.0981000,29.3616000
-104.0911000,29.3596000
-104.0899000,29.3579000
-104.0913000,29.3535000
-104.0831000,29.3466000
-104.0774000,29.3444000
-104.0729000,29.3462000
-104.0674000,29.3416000
-104.0560000,29.3369000
-104.0564000,29.3321000
-104.0544000,29.3300000
-104.0379000,29.3199000
-104.0196000,29.3118000
-104.0155000,29.3116000
-104.0016000,29.3055000
-103.9923000,29.3041000
-103.9839000,29.2993000
-103.9734000,29.2961000
-103.9705000,29.2968000
-103.9680000,29.2999000
-103.9524000,29.2975000
-103.9502000,29.2954000
-103.9430000,29.2951000
-103.9383000,29.2930000
-103.9257000,29.2943000
-103.9189000,29.2904000
-103.9178000,29.2843000
-103.9017000,29.2872000
-103.8979000,29.2863000
-103.8895000,29.2794000
-103.8854000,29.2816000
-103.8852000,29.2842000
-103.8816000,29.2853000
-103.8743000,29.2839000
-103.8695000,29.2807000
-103.8663000,29.2822000
-103.8635000,29.2796000
-103.8562000,29.2819000
-103.8444000,29.2800000
-103.8379000,29.2784000
-103.8353000,29.2729000
-103.8261000,29.2693000
-103.8137000,29.2743000
-103.8096000,29.2733000
-103.8083000,29.2713000
-103.8091000,29.2670000
-103.8064000,29.2615000
-103.7998000,29.2586000
-103.7952000,29.2602000
-103.7886000,29.2655000
-103.7833000,29.2655000
-103.7754000,29.2480000
-103.7767000,29.2439000
-103.7808000,29.2446000
-103.7824000,29.2269000
-103.7809000,29.2270000
-103.7763000,29.2207000
-103.7694000,29.2209000
-103.7675000,29.2252000
-103.7681000,29.2276000
-103.7604000,29.2335000
-103.7579000,29.2325000
-103.7544000,29.2274000
-103.7575000,29.2236000
-103.7573000,29.2209000
-103.7500000,29.2196000
-103.7426000,29.2223000
-103.7411000,29.2193000
-103.7435000,29.2156000
-103.7398000,29.2054000
-103.7365000,29.2015000
-103.7299000,29.1977000
-103.7285000,29.1929000
-103.7243000,29.1912000
-103.7186000,29.1809000
-103.7152000,29.1812000
-103.7133000,29.1851000
-103.7041000,29.1849000
-103.6983000,29.1776000
-103.6885000,29.1782000
-103.6782000,29.1742000
-103.6595000,29.1706000
-103.6568000,29.1694000
-103.6516000,29.1617000
-103.6518000,29.1582000
-103.6501000,29.1567000
-103.6401000,29.1609000
-103.6325000,29.1584000
-103.6274000,29.1624000
-103.6184000,29.1626000
-103.6116000,29.1652000
-103.6036000,29.1583000
-103.6007000,29.1581000
-103.5992000,29.1548000
-103.5935000,29.1503000
-103.5828000,29.1496000
-103.5780000,29.1501000
-103.5729000,29.1536000
-103.5575000,29.1558000
-103.5541000,29.1585000
-103.5504000,29.1545000
-103.5531000,29.1494000
-103.5502000,29.1435000
-103.5484000,29.1425000
-103.5444000,29.1447000
-103.5392000,29.1448000
-103.5251000,29.1374000
-103.5236000,29.1288000
-103.5249000,29.1213000
-103.5204000,29.1199000
-103.5142000,29.1205000
-103.5060000,29.1165000
-103.5013000,29.1167000
-103.5013000,29.1147000
-103.5053000,29.1107000
-103.5047000,29.1079000
-103.5025000,29.1070000
-103.4943000,29.1085000
-103.4915000,29.1028000
-103.4834000,29.0932000
-103.4774000,29.0906000
-103.4768000,29.0877000
-103.4707000,29.0851000
-103.4713000,29.0762000
-103.4743000,29.0710000
-103.4723000,29.0666000
-103.4636000,29.0659000
-103.4619000,29.0676000
-103.4600000,29.0672000
-103.4608000,29.0724000
-103.4508000,29.0728000
-103.4506000,29.0659000
-103.4459000,29.0612000
-103.4423000,29.0584000
-103.4343000,29.0570000
-103.4354000,29.0545000
-103.4300000,29.0487000
-103.4337000,29.0455000
-103.4334000,29.0438000
-103.4289000,29.0421000
-103.4204000,29.0427000
-103.4156000,29.0376000
-103.4050000,29.0395000
-103.4035000,29.0329000
-103.4008000,29.0308000
-103.3909000,29.0346000
-103.3880000,29.0321000
-103.3865000,29.0214000
-103.3835000,29.0241000
-103.3759000,29.0237000
-103.3614000,29.0186000
-103.3580000,29.0190000
-103.3534000,29.0223000
-103.3516000,29.0276000
-103.3499000,29.0284000
-103.3485000,29.0376000
-103.3448000,29.0454000
-103.3306000,29.0432000
-103.3275000,29.0399000
-103.3278000,29.0326000
-103.3350000,29.0281000
-103.3420000,29.0284000
-103.3400000,29.0218000
-103.3355000,29.0176000
-103.3274000,29.0161000
-103.3208000,29.0188000
-103.3145000,29.0259000
-103.3079000,29.0250000
-103.3074000,29.0200000
-103.3110000,29.0147000
-103.3159000,29.0117000
-103.3153000,29.0090000
-103.3096000,29.0037000
-103.3076000,29.0032000
-103.3019000,29.0072000
-103.2965000,29.0066000
-103.2864000,29.0006000
-103.2817000,28.9888000
-103.2830000,28.9831000
-103.2885000,28.9812000
-103.2884000,28.9781000
-103.2851000,28.9765000
-103.2797000,28.9759000
-103.2744000,28.9813000
-103.2706000,28.9865000
-103.2690000,28.9939000
-103.2671000,28.9960000
-103.2532000,28.9866000
-103.2505000,28.9803000
-103.2382000,28.9812000
-103.2279000,28.9917000
-103.2204000,28.9835000
-103.2148000,28.9876000
-103.2025000,28.9871000
-103.1814000,28.9825000
-103.1756000,28.9776000
-103.1706000,28.9803000
-103.1659000,28.9777000
-103.1663000,28.9742000
-103.1639000,28.9720000
-103.1602000,28.9736000
-103.1538000,28.9715000
-103.1512000,28.9751000
-103.1440000,28.9775000
-103.1341000,28.9837000
-103.1269000,28.9819000
-103.1234000,28.9843000
-103.1161000,28.9842000
-103.1136000,28.9885000
-103.1164000,29.0003000
-103.1078000,29.0133000
-103.1015000,29.0176000
-103.0980000,29.0268000
-103.1033000,29.0329000
-103.1063000,29.0399000
-103.1007000,29.0502000
-103.1007000,29.0603000
-103.0971000,29.0605000
-103.0959000,29.0642000
-103.0928000,29.0645000
-103.0916000,29.0634000
-103.0915000,29.0550000
-103.0899000,29.0533000
-103.0857000,29.0534000
-103.0852000,29.0599000
-103.0872000,29.0667000
-103.0770000,29.0756000
-103.0765000,29.0806000
-103.0796000,29.0878000
-103.0765000,29.0909000
-103.0697000,29.0936000
-103.0646000,29.0911000
-103.0540000,29.1005000
-103.0450000,29.0953000
-103.0395000,29.0968000
-103.0338000,29.1012000
-103.0302000,29.1128000
-103.0243000,29.1193000
-103.0231000,29.1234000
-103.0191000,29.1259000
-103.0152000,29.1245000
-103.0118000,29.1265000
-103.0151000,29.1320000
-103.0151000,29.1348000
-103.0125000,29.1371000
-103.0088000,29.1375000
-103.0082000,29.1483000
-103.0016000,29.1507000
-102.9958000,29.1607000
-102.9978000,29.1734000
-102.9943000,29.1799000
-102.9786000,29.1862000
-102.9744000,29.1857000
-102.9570000,29.1787000
-102.9508000,29.1735000
-102.9504000,29.1783000
-102.9453000,29.1839000
-102.9437000,29.1911000
-102.9418000,29.1916000
-102.9400000,29.1886000
-102.9380000,29.1882000
-102.9323000,29.1947000
-102.9254000,29.1937000
-102.9197000,29.1909000
-102.9172000,29.1915000
-102.9189000,29.1982000
-102.9144000,29.2001000
-102.9129000,29.2069000
-102.9158000,29.2123000
-102.9157000,29.2154000
-102.9120000,29.2192000
-102.9087000,29.2197000
-102.8991000,29.2089000
-102.8944000,29.2086000
-102.8786000,29.2135000
-102.8770000,29.2167000
-102.8678000,29.2231000
-102.8664000,29.2271000
-102.8712000,29.2321000
-102.8703000,29.2363000
-102.8715000,29.2416000
-102.8805000,29.2461000
-102.8877000,29.2457000
-102.8963000,29.2539000
-102.9030000,29.2543000
-102.9058000,29.2585000
-102.9059000,29.2615000
-102.9017000,29.2645000
-102.8992000,29.2692000
-102.9028000,29.2762000
-102.9027000,29.2796000
-102.8985000,29.2803000
-102.8955000,29.2852000
-102.8894000,29.2881000
-102.8882000,29.2903000
-102.8881000,29.2958000
-102.8927000,29.3085000
-102.8872000,29.3115000
-102.8870000,29.3180000
-102.8840000,29.3208000
-102.8844000,29.3249000
-102.8800000,29.3376000
-102.8802000,29.3420000
-102.8835000,29.3478000
-102.8775000,29.3546000
-102.8725000,29.3520000
-102.8614000,29.3513000
-102.8392000,29.3589000
-102.8392000,29.3618000
-102.8448000,29.3647000
-102.8447000,29.3746000
-102.8407000,29.3774000
-102.8340000,29.3788000
-102.8320000,29.3890000
-102.8251000,29.3969000
-102.8194000,29.3983000
-102.8150000,29.3969000
-102.8120000,29.4000000
-102.8132000,29.4022000
-102.8187000,29.4036000
-102.8254000,29.4026000
-102.8262000,29.4076000
-102.8328000,29.4091000
-102.8262000,29.4174000
-102.8318000,29.4332000
-102.8303000,29.4346000
-102.8314000,29.4383000
-102.8304000,29.4440000
-102.8189000,29.4508000
-102.8240000,29.4550000
-102.8246000,29.4573000
-102.8224000,29.4622000
-102.8142000,29.4715000
-102.8151000,29.4766000
-102.8131000,29.4828000
-102.8041000,29.4840000
-102.8005000,29.4867000
-102.8064000,29.4942000
-102.8039000,29.5005000
-102.8073000,29.5039000
-102.8065000,29.5157000
-102.8085000,29.5190000
-102.8083000,29.5226000
-102.7993000,29.5259000
-102.7972000,29.5294000
-102.7921000,29.5327000
-102.7915000,29.5360000
-102.7931000,29.5396000
-102.7916000,29.5427000
-102.7804000,29.5424000
-102.7762000,29.5472000
-102.7742000,29.5466000
-102.7710000,29.5484000
-102.7774000,29.5549000
-102.7777000,29.5607000
-102.7734000,29.5668000
-102.7741000,29.5725000
-102.7725000,29.5736000
-102.7661000,29.5721000
-102.7621000,29.5795000
-102.7685000,29.5947000
-102.7646000,29.5978000
-102.7610000,29.5985000
-102.7465000,29.5923000
-102.7402000,29.5979000
-102.7416000,29.6027000
-102.7390000,29.6068000
-102.7386000,29.6189000
-102.7390000,29.6253000
-102.7417000,29.6296000
-102.7414000,29.6346000
